,tag,text
662,politics,"Янукович отправил Азарова в командировку в Россию. Тот через пол-дня вернулся обратно. Янукович спрашивает:- Ты чего не выехал в Россию? - Там, на границе, на указателе написано ""Не х...й шастать""Янукович сел в машину, говорит:- Поехали посмотрим.Подъезжают, а на указателе написано: ""Нехай щястить""."
663,politics,В Северной Корее расстреливают из минометов. Расстрелы производятся в темных мрачных казематах с низким бетонным потолком.
664,politics,"Сеть ""Кванмен"" - чего только там нет! Троллей нет. Рекламы нет. Порнухи нет. И другой всякой лажи нет."
665,politics,"После 3-го чтения Государственная Дума приняла новый закон для усиления борьбы с парниковым эффектом, который вступает в действие с 1-го июня 2012 года. Новый закон предусматривает:- взимание налога в размере 1 %  с физических лиц и 3 % от заработной платы с юридических лиц за выдыхаемый углекислый газ-- взимание налога в размере 10 %  с физических лиц и 30 % с юридических лиц за углекислый газ, выделяемый автомобилями с мощностью двигателя до 100 л.с., т.к. как автомобили с большей мощностью двигателя углекислого газа практически не выделяют.За данный закон коммунисты, ЛДПР и Справедливая Россия не голосовали."
666,politics,"Стирает Ксения Собчак в Москве-реке стодолларовые купюры.Мимо проходит старый еврей и спрашивает Ксению:""А что ты делаешь?"",- Дай сто долларов, скажу!Дал её сто долларов старый еврей, а в ответ слышит:""Деньги стираю!""- Ну, ты и дура!- Дура - не дура, а сегодня таким как ты пятерым на вопрос уже ответила. Ха-ха!"
667,politics,"Сидят в кабинете ""сладкая парочка"" и слушают песню ""ДВЕ ДУШИ"" в исполнении Демидыча. Прослушали, Пауза...Каждый думает о своём...- Послушай Дмитро, а они налоги уплатили за своё творчество? Дмитрий смахнул слезу и спросил: - А надо?"
668,politics,"Терористы отдали в детский дом отравленные деньги, но умерло 7 депутатов."
669,politics,"Николя Саркази,с надеждой, пригласил на выборы наблюдателей из Астрахани, но забыл проинструктировать. В итоге: президентом Франции избран Столяров - 60%"
670,politics,Лига избирателей потребовала от властей учредить почётный титул для полной дуры Ксении Собчак - Главная Кобылица страны!
671,politics,"После избрания Президентом России в Посольстве США Борис Немцов первым своим указом присоединил Канарские острова к стране. И теперь ветераны белой революции поправляют своё здоровье в здешних санаториях и домах отдыха, а их дети на природе изучают жизнь местных птиц тупиков и других экзотических животных."
672,politics,"Вопрос: Зачем Минздрав России делает надписи на пачках сигарет?Ответ:1) Чтобы любой житель России мог отличить говно от настоящего товара-2) Чтобы любой житель знал, что товар выпускаемый в России опасен для здоровья.Из речи министра образования Анищенко: Сам не учился и вам не дам!"
673,politics,"1. Если хотите помочь ""Единой России"", то голосуйте за Зюганова,Жириновского и Миронова. Уж они то поделятся с нами по братски!2. Голосуй, не голосуй - всё равно получишь ... Единую Россию!"
674,politics,"Посол США Майкл Макфол в России признал, что белая (зимняя) революция провалилась, но по секрету сообщил , что в запасе у американцев есть ещё запасные варианты :кремовая (пончиковая), сентябрьская (капустная), а также самая крутая - голая (порно)революция!"
675,politics,"Янукович загнал страну со своим ""покращенням вже сьогодня"" в такое место,что только гинеколог Богатырева может хоть как-то в этом разобраться!"
676,politics,"Литвин: Я дуже не хочу, щоб Тимошенко була у в’язниці.І коли згадати Гонгадзе,цьому починаєш вірити!"
677,politics,"Верхушка КПУ проводит время, на государственных дачах, полученных от режима.Лакеев всегда селили во флигельках господ - дабы всегда под рукой были."
678,politics,Объявления в интернете:- Рекламное агентство «За честность! » выполнит все виды заказов. Любой  каприз за Ваши деньги!- Наши достижения: “После просмотра бобрами рекламных роликов с участием  известного певца Андрея стали появляться не известные до сих пор науке  новые виды бобров в Подмосковье: бобёр-философ и бобёр-мудрец-- На овощехранилище «Болотино» пропала партия гнилых яблок. Просим  вернуть за вознаграждение!
679,politics,"Московские новости.Радиостанция ""Эхо канализаций Москвы"" приглашает принять участие в он-лайн игре ""Я - не лох, ты - не лох, мы - не лохи"".Приз победившему:поездка в Диснейленд на Чукотку!"
680,politics,"Ефремов обозвал оппозицию мелким хулиганьем.Из уст матерых преступников это звучит,как лесть!"
681,politics,"Янукович считает, что страну нельзя спасти стоянием на площадях!Неужели даже Янукович понял,что это можно сделать только с вилам в руках?!"
682,politics,"От Лиги избирателей на встречу пришли Григорий Чхартшвили, Анатолий Брусникин и Анна Борисова.И, блин, без бутылки водки не поймёшь, кто же из них Борис Акунин?"
683,politics,"Cнова собираются увеличивать охрану президента Януковича.Всвязи с тем,что бигморды президента объявленны памятниками,охраняемыми государством,возле каждого щита поставят по охраннику."
684,politics,По недавно выведенной классификации Немцова московские хомяки делятся на:- московский офисный-- московский домашний.
685,politics,"Исходя из логики и аргументации наших судов,запрещающих гарантированные Конституцией массовые собрания граждан,судам следует полностью запретить использование автомобильного транспорта так,как при его использовании происходят ежедневные человеческие жертвы, повреждение материальных средств, имущества граждан и государства.Тем более,что в Конституции прямо не гарантировано использование автомобильного транспорта!"
686,politics,Московские новости.Лига избирателей Леонида Парфёнова и Бориса Акунина решила изменить аббревиатуру организации Ли на более понятную россиянам Фи - Фигу для избирателей!
687,politics,"Ловил рыбу Леонид Парфёнов в Москва-реке и уловил золотую рыбку.Та ему и говорит: ""Отпусти, три желания исполню!""Тогда Лёня говорит:- Первое моё желание - не работать-- Второе - жить у воды-- Третье - чтобы по утрам меня мыла и вытирала женщина.И превратила золотая рыбка его в белый глянцевый блестящий унитаз!"
688,politics,"Ксения Собчак, зарабатывая большие деньги в ночных клубах и на вечеринках, поняла , что стоя на улице, можно заработать больше!"
689,politics,"Партия Явлинского предлагает всем желающим яблочко. На логотипе партииизображён червяк, вылезающий из яблока.Думаете, что-нибудь Вам достанется?Ошибаетесь! Он уже давно внутри всё съел!"
690,politics,"Единственное, что в великом Пу осталось от человека, это первая буква в слове ЧМО, которым его называют."
691,politics,"Как-то раз встретились на Болотной площади Борис Немцов, Леонид Парфёнов и Борис Акунин.Борису Немцову захотелось по-маленькому в туалет.Он спрашивает у Леонида Парфёнова:- Где здесь туалет?- Нет здесь.- А что делать?- А ты сходи в карман к соседу!- А если он заметит?- Так, ты же незаметил!"
692,politics,Японцы вручили орден НхуиРазДан режиссёру Александру Сокурову за обещание отдать Курилы Японии.За обещание присоединить Камчатку Сокурову пообещали орден НхуиДваРаза.
693,politics,"- Почему лидеры оппозиционных партий покинули программу Савика Шустера?- По тому,что партия регионов поставила возле Турчинова переполненный биотуалет!"
694,politics,- Еще не все запущено! - сказал Ким Чен Ын и утвердил план работ на космодроме Сохэ.
695,politics,"Как-то одна ученица спросила учителя-полиглота:- А люди меняются со временем?- Нет, - ответил учитель, - каждый рождается с предопределением, и фамилия даётся неспроста. Например, если у человека фамилия Плутин, то он плутовал, плутует, и будет плутовать. Если Янычарикович, то он был янычаром, ним и останется. Если Лукавыйшенко, то он лукавил, лукавит, и будет лукавить."
696,politics,Новости гламура. Вчера на проспекте Сахарова члены общественного движения «Кто не е*ал Божену Рынску” были побиты численно превосходящими их активистами молочного братства «Кого зае*ала Ксения Собчак”. Возбудить на Ксению Собчак дело без виагры пока не удается.
697,politics,"Российским мусульманам очень понравилась идея православных объедениться в ""Русский мир"" и воссоздать Российскую империю,по этому они тоже хотят объедениться в ""Мусульманский мир"" и возродить ""Золотую Орду""!"
698,politics,"Владимир Владимирович, ты слышал, что Абрамович собирается выкупить у России Чукотку. Говорят, что там несметные богатства. Слышыл слышал Дмитрий  Анатольевич, надо ему помочь - наш человек. А то все Челси, да Челси."
699,politics,"Подслушал диалог в маршрутке двух студентов- Слышь, согласен с тем, что кремлевских жидокарликов нужно казнить гуманно, с помощью эвтаназии?- не, не согласен.- тоже думаю, крематорий практичнее"
700,politics,"Разговор двух москвичей:- Ты знаешь, почему кремлевское руководство взъелось на Лужкова?- Нет! Почему?- Так он же запретил гей парады в Москве и поэтому они не могли выйти из кремля и пройтись по Красной площади!!!"
701,politics,"На избирательном участке опробована новая электронная урна для голосования со встроенным шредером, который сразу уничтожает испорченные бюллетени. Удивительно, но согласно действительным бюллетеням все проголосовавшие были едины в своем выборе."
702,politics,"Посмотрите Владимир Владимирович мою трудовую книжку. Я прошел путь от простого дворника до президента России.Не отвлекайтесь Дмитрий Анатольевич, иначе до вечера не успеете, Вам еще до моего кабинета подметать."
703,politics,"Звірі у тюрмі розбиралися: хто і за що сидить? Ведмідь - ворюга, мед украв, вовк - за вбивство - вівцю зарізав, лисиця - кіднепінг - курку викрала. Аж тут півень!- А тебе за що посадили?- Я - політичний!!!- Посадили за що?- Політичний!!!- Сидиш за що?- Піонера в попку клюнув!...."
704,politics,"- Пур-пур-пур вам, мои котятки и котяточки! Вы сегодня все такие кавайные няши, что прямо мимими...- Господин президент, Вы уверены, что это удачное начало для обращения к народу?"
705,politics,- Чому ви спізнились?- А я снідала...с президентом.- Нічого собі!- Ну і як?- Жлоб!- На першу шпальту!
706,politics,В посольство США прислали подозрительный пакет с белым порошком. Пресс-секретарь категорически опровергает наличие наркоманов среди сотрудников посольства США!
707,politics,"Устроили побег Юльке и Луценко.Бегут они в робе по лесу,грязные, мокрые. Вдруг видят дедок на поляне траву косит, а вокруг улики стоят. Залегли беглеци, глядь, а в траве узелок лежит. Развязали, а там четвертушка самогона кукурузкой заткнута, лук зеленый, сало и хлеб. Ну налили они по стопочке, выпили и закусили. Вдруг подходит дедок и говорит, что це вы любы друзи тут робыте. Да вот нашли узелок, развязали,выпили по рюмашке, ну це добре любы друзи, да лучком занюхали, це добре, и по кусочку сала закусили, а вот це погано. Так вам что Виктор Андреевич сала жалко. Да нет любы друзи, я цим салом геморой смазываю. Луценко как заорет на Юльку, яж тебе говорил, что чем то воняет, а ту говориш-аджика."
708,politics,"Новая передача ""Зеки на даче"",для большей убедительности и патриотичности,будет сниматься на даче в Межгорье."
709,politics,"У Литвина отрицают разговоры о своем вхождении в ПР перед выборами: ""Мы разные политические силы"",в основном,мальчики по вызову."
710,politics,"Написав донос в генпрокуратуру на Тимошенко за эфимерное обещание продлить агонию Черноморского флота,недалекий Азаров тем самым признал уголовным преступлением уже подписаный Януковичем договор!"
711,politics,"Распоряжение по Печерскому суду Киева:1.Всвязи с тем,что все действия защиты автоматически являются затягиванием процесса,ликвидировать должность адвоката за ненадобностью.2.Должность судьи в дальнейшем именовать - главный государственный обвинитель.3.Категорически игнорировать ходотайства и доводы обвиняемых и как можно чаще обходиться без их присутствия.4.Любое слово со стороны обвиняемых автоматически является оскорблением.5.Процесс вести в полном соответствии с полученным приговором и в рекордно короткий срок.6..Всячески поощрять милицию к нападению на зрителей неразумно ставших на сторону обвиняемых.7..Арест применять в назидательном качестве и ввиде развлечения."
712,politics,"Какой-то непонятливый народ достался нашему правтельству - после призыва Азарова браться всем за лопаты,народ почему-то побежал скупать вилы!"
713,politics,Рада отказалась ограничивать максимальные пенсии - должна же быть хоть какая-то компенсация за антикоррупционный закон!
714,politics,"Губернаторы решили оригинально поздравить Януковича с днем рождения - они подарят хлеб-соль да букетик васильков,а все остальное,что у него есть - ему ""подарил"" народ!"
715,politics,"Каждый раз, слыша лозунги о борьбе с коррупцией, возникает в голове древняя мысля: ""Ну глупо бороться с проституцией силами самого борделя..."""
716,politics,"Мэр Одессы: ""Я не допущу на улицах города никаких проявлений фашизма и национализма"".Таким оригинальным способом Костусев отказался выходить на улицу!"
717,politics,"Азаров хочет, чтобы оппозиция подставила локоть .Очевидно в местах заключения для них будут создавать ""шаражки""."
718,politics,"""Ці руки нічого не крали""- сказав Вітя""А я можу це підтвердити"" - сказав Петро"
719,politics,Мечта Медведева - стать Путёвым президентом!
720,politics,"При Советской власти. Сидят трое в камере. Давай знакомиться. Один говорит:"" Я вор, статья за кражу."" Другой: Я шофер. Авария."" Третий:"" Я сантехник. Статья политическая."" Сокамерники: ""Как это???"". ""Да пришел в обком партии кран чинить, посмотрел и говорю:""Здесь не только кран, здесь всю систему менять надо!"""
721,politics,"Наши и белорусские власти едины в понимании того, что олигархи должны сидеть. Только белорусские полагают, что в тюрьме, наши же – что в правительстве."
722,politics,"Когда вы слышите в предвыборной кампании какого-то кандидата слова: «Я положу конец бандитизму, коррупции и организованной преступности…», - знайте: обычно правдивые только первые два-три слова."
723,politics,"Президент, в престижном отеле Лондона, заходит в лифт, лифтёр его спрашивает:-Daun?-Ну, даун , не даун, а всё-таки президентом выбрали....!!"
724,politics,"Борьба с коррупцией не начнётся, пока не дать взятку главному чиновнику."
725,politics,"Интересно, почему депутаты не делают ремонт в администрации за свой счёт, а родители в школах обязаны?"
726,politics,"Совдеп. Дефицит всего. Диалог в очереди:– Что дают?– Гюго.– А это лучше, чем кримплен?– Не знаю, но пару бутылок на пробу возьму."
727,politics,"Тимошенко подала в суд на сперматозоид Фёдора Владимировича Януковича, за фальсификацию в 1949 году."
728,politics,Каждый неполживый знает:трехлинейка - одна винтовка на троих.СВД - одна винтовка на отделение!!!
729,politics,-Откуда родом Адам и Ева? -Разумеется из СССР.Кто бы еще имея одно яблоко на двоих голые и босые считали что они в раю?
730,politics,"- Рабинович, вы таки слышали, Госдума приняла закон о запрете пропаганды гомосексуализма!- Да?! И шо, теперь чиновников не будут показывать по телевизору?"
731,politics,"-Что общего между Россией и курятником?-Каждый стремится сесть повыше, клюнуть ближнего и обосрать нижнего. :)"
732,politics,"Дорогой Барак Обамович!Мой комп накрылся медным тазиком и все фотографии с отпуска уплыли туда же. Не могли бы вы сказать своим пацанам, чтобы выслали мне копии? Я, разумеется, все расходы по пересылке оплачу!С уважениемСемёныч"
733,politics,"Клинтону поставили памятник в Косово.Бронзовая статуя геостратега стоит рядом с бронзовым овальным столом. Из ширинки торчит половина члена.На уеремонии открытия американскому представителю задали вопрос -- А почему пол члена торчит?- Потому, что вторая половина у Моники во рту! А на отливку Моники конгрес денег не дал!"
734,politics,"Говорят, Хорошковский предложил передать ""5 каналу"" и каналу ""ТВi"" взамен отобранных частоты другие, на которых СБУ прослушивает депутатов."
735,politics,"Секретарь докладывает Хорошковскому: -К вам на прием группа журналистов. -Вводите!..., тьху,  вяжите!…, то есть - зовите."
736,politics,Тимошенко показывает фото Хорошковского экстрасенсу. Он ей говорит: -Ничего не могу сказать – сквозь такой слой тонального крема аура не просачивается!
737,politics,-Почему бизнесмен Хорошковский стал главой СБУ?-Чтобы эта оргнизация наконец стала прибыльной.
738,politics,"-Янукович спрашивет Хорошковского:-Как служба?-Хорошо.  СБУ уже начали приходить с повинной журналисты, признавшиеся, что они писали правду."
739,politics,"-Говорят, Хорошковский каждое утро просыпается с мыслью ""Что я сделал для журналистов"".-Получается, что когда у Хорошковского бессонница, журналисты чувствуют себя гораздо спокойнее."
740,politics,"«Почему в новой форме СБУ нет карманов?» - спросили  Хорошковского. «В целях экономии бюджетных средств, карман здесь один – мой», - ответил тот, серьезно поразмыслив."
741,politics,"-Слышал, Тимошенко предложила Хорошковскому и Бойко сделать себе харакири? -Это – акция!  При этом эта вертихвостка заранее продала права на съемку 1+1, ВВС и Останкино. Да еще и сама же снимет все на телефон, для Ю-туба. Деньги-то оппозиции во как нужны!"
742,politics,"Хорошковский сдает в химчистку СБУшную форму. -Так она же чистая, - удивляется приемщица. -Ничего, сделайте полную чистку и обязательно дайте квитанцию, я ее журналистам покажу! А то всякие там малолетки издеваются, устраивают постирушки мундиру камеры."
743,politics,"Хорошковский встретился с журналистами, участниками акции ""Стоп цензуре!"" и объяснил, что по поводу внедрения этого дорожного знака им следует обращаться в ГАИ."
744,politics,"Янукович спрашивает главу СБУ - Хорошковского:-Какие меры вы приняли против покушений на меня?- Резко уменьшено количество продаваемых яиц, причем, куриная несучесть ограничена, а вот страусам я вообще запретил нестись. Ввиду размеров и особой опасности яиц. Пусть на туфли идут!"
745,politics,"На заседании кабмина Азаров говорит:- Господа депутаты и министры, прошу пройти умных - направо, красивых - налево.И все разошлись в разные стороны. Только Хорошковский и Герман все метались и метались - ну не получалось у них решить - куда становится!"
746,politics,"Кто называет большевиков ""красножопыми""? Очевидно, расисты-шизофреники. Расисты - потому как не любят индейцев за цвет кожи, в том числе и на жопе. Шизофреники - потому как убеждены, что все большевики индейцы."
747,politics,"Новые требования для приема на работу журналистов центральных каналов и СМИ, видимо, разрабатывали не без участия ведущих кинологов страны, в них включены умение быстро реагировать на команды: «Лежать!», «Рядом!», «Фас!» и «Апорт!». Но не обошлось и без комиссии по морали с дополнительными опциями – «кусать», «сосать», «бросать»."
748,politics,"Янукович звонит Хорошковскому в СБУ:- Ну что, нашли уже этого онаниста?- Какого, Виктор Федорович?- Ну, который про теракт сообщил!- Вы хотели сказать – анонима? - А что - есть разница?"
749,politics,"В Пинчук-центре экспонируется скульптура «Мальчик с пальчиком - или Хорошковский пальцем затыкает ухо Януковичу, оберегая его от плохих новостей""."
750,politics,"Янукович спрашивает Хорошковского:- У нас сегодня снова мероприятие возле могилы Неизвестного солдата. Надеюсь, на этот раз неожиданностей не будет? Вы все предусмотрели?- Конечно, заказан специальный сверхлегкий силиконовый венок повышенной прыгучести венок, с которым к тому же проведена жесткая воспитательная беседа."
751,politics,"- Хорошковский в программе Шустера сделал рекламное заявление о том, что хочет продать свой бизнес. Впрочем, по требованию сотрудников СБУ, встречный вопрос Савика был вырезан. А звучал он так:- Какой именно - ""Интер"" или СБУ?"
752,politics,"-Нечего смотреть по телевизору, - сетовал медиа-магнат Хорошковский, покупая очередной телеканал."
753,politics,- В Лондоне скоро пройдет Российский Банковский Форум.- А почему в Лондоне?- А чтобы далеко не ездить...
754,politics,"Сидят Витя и Коля в холодной кухне, водку пьют. Витя говорит – а ну, пощупай батарею.- Не, говорит Коля, - холодная.Слушай, может мы поторопились от российского газа отказаться? – спрашивает Коля.-Это все ты виноват, заладил одно и то же: глобальное потепление, глобальное потепление! Да еще и про какие-то вспышки на Солнце пургу гнал!"
755,politics,"Новости региональной политики: На северо-западе страны у одного молодого, авторитетного мэра угнали Майбах. В кавказском регионе, одному старому, уважаемому мэру - подогнали Майбах..."
756,politics,"2030 год. Отмечается двадцатилетие реформы образования. С докладом выступает Фурсенко.- Такого, как у нас, образования нет нигде! Я облетел весь земной шар и знаю!!!Из зала возмущенные возгласы:- Не может быть! Земля плоская, предметы тяжелее воздуха летать не могут, а если что и взлетит божией милостью, то разобьется о небесную твердь!"
757,politics,"- Папа, а что такое вертикаль власти?- Представь себе, сынок, что наш народ - это сжатый кулак. А вертикаль власти - это торчащий из кулака средний палец."
758,politics,"Рассуждения о судьбах Отечества на кожаных сидениях лимузинов звучат более проникновенно и душевно, чем в очередях на биржу труда."
759,politics,"Российские ученые открыли странную закономерность, как только правительство выделяет миллиард для каких-либо целей, в стране появляется новый миллиардер."
760,politics,"Провожает Герега Попова.- Не расстраивайся, Саша. Я тебе 50% скидку в Эпицентре организую."
761,politics,"На похабные словечки типа ""совкодрочер"".Совки очень сильно не нравятся грязи.У грязи полно извращенских фантазий."
762,politics,ФРАНЦИЯ ПОДАРИЛА БИЛУ КЛИНТОНУ ГРАФСКОЕ ЗВАНИЕ ТЕПЕРЬ ОН ДЕ-БИЛ
763,politics,Государство вести - не мудями трясти.
764,politics,"Вчера чучхейная ракетапристыковалась к МКС.Вообще-то целились в Чикаго,но вышло тоже ничего!"
765,politics,"Глубокая ночь, Владимир Владимирович, разгадывает кроссворд. Звонит Медведеву:- Дима, извини, что разбудил. Вот здесь слово в кроссворде, не могу отгадать. Мэр Парижа. Гей. Семь букв.- Деланоэ.- Подходит, большое спасибо....Опять через час звонит:- Извини, Дима, что опять разбудил. Опять не могу слово отгадать. Мэр Берлина. Гей. Восемь букв.- Воверайт.- Опять подходит! Спасибо родной!.Под утро, снова звонит Медведеву.- Ты знаешь, я всё никак уснуть не могу, все время думаю. Давай может нашего свежеизбранного мэра Москвы.... в жопу трахнем?"
766,politics,"Дуракам закон не писан, а умным писан, да вот - дураками"
767,politics,Исторические метаморфозы:В Древнем Риме Спартак возглавил восстание рабов.В современном Киеве на стадионе «Спартак» собрались коммунисты и требовали рабства.
768,politics,"Беседуют двое:- Навального в микрохирурги!- С чего ты взял, что он годится в микрохирурги?- А ты с чего взял, что он годится в мэры?"
769,politics,- Зачем в России два президента?- Россия большая. Одному трахать трудно.
770,politics,"Американские учёные наконец-то разработали автомобиль, работающий на воде. К сожалению, пока он работает только на воде из Мексиканского залива."
771,politics,"В Америке перед приездом президента Медведева:- Ну что, будем ставить Россию на колени?- Слушай, нахрена нам эти проблемы? Пусть лежит как лежала. А то еще обосрется-обрыгается, а потом снова скажет, что это мы во всем виноваты."
772,politics,"-Владимир Ильич, как вы в Киев съездили?-Архихреново, батенька! Голова так и раскалывается!"
773,politics,"Президента ежедневно показывают по телевизору, чтобы народ не подумал, что он сбежал."
774,politics,"Мужик заходит в бар и произносит:- Все политики – м..даки!Из-за столика встает здоровенный амбал и говорит ему с угрозой:- А ну-ка забери свои слова назад!- А ты что, политик?- Нет, я м..дак!!!"
775,politics,"В милицию который день звонит неизвестный террорист, и сообщает что ""підліжіл в мітрі ""бімбу""."
776,politics,"В отделение милиции доставили полковника и штатского заизбиение еврея.Спрашивают полковника, за что, мол?- Как он в автобус вошел, так мне на ногу и наступил. Истоит. Ну я минуту подождал, вторую, Думаю: если через пятьминут с ноги не сойдет, то точно в морду получит...Спрашивают мужика: - А ты что же влез?- Так я гляжу, полковник то на часы смотрит, то на еврея,то на часы, то на еврея... А потом как ему в морду даст! Нудумаю, по всему Союзу началось..."
777,politics,Как много в тоталитарном государстве зависит от лидера:в Беларуси бывший председатель колхоза превратил страну в большой колхоз-в РФ бывший КГБист создал полицейское государство...
778,politics,"Подтираться флагом не только нельзя, но и непрактично - он же матерчатый. В России все давно подтираются только Конституцией - она из бумаги."
779,politics,"Наставление перед поездкой в Брюссель:-Если денег не дадут, проси Олимпийские игры. На подготовке к ним мы уж поболе 20 миллиардов украдем."
780,politics,"- Мойша, ты слушал вчера выступление президента? - О да, замечательная речь! - А что он сказал, если отбросить пустые обещания и брехню?- Тогда таки ничего..."
781,politics,"Жители ближайших к Евромайдану кварталов из Межигорья и Конча Заспы пожаловались, что митингующие по ночам не дают им спать, а днем - воровать."
782,politics,"Идя навстречу пожеланиям трудящихся по поводу отмены мигалок, правительство решило пересадить всех чиновников на танки. Танкам мигалки не нужны…"
783,politics,"Разговор на анти-Майдане:-Ну, шо, братан, пойдем к этим майданутым, напомним им кто их кормит?-Пошли.Тарелки не забудь..."
784,politics,"Политика это искусство привлекать голоса бедных избирателей и деньги богатых, обещая им защищать их друг от друга."
785,politics,"- По Рублёвке мчится кортеж губернатора из трёх машин – бентли, роллсройса и майбаха. В какой машине находится губернатор?- Ни в одной из них. Губернатор в данный момент отдыхает на вилле на Сейшелах."
786,politics,"Глава МВФ обвиняется в изнасиловании. Иски подали американка, француженка и правительства 11 стран."
787,politics,"На пресс-конференцыи Медведеву задали вопрос:- Опасен ли чем-нибудь для общества выход Ходорковсково на свободу?Президент ответил:- Короткий вопрос – короткий ответ: абсолютно ничем не опасен!И, отвернувшись от микрофона, добавил:- Но рисковать не стоит!"
